"File","#","Names","Japanese","English"
"Twn/00/01/400.dat","48","QQ","仕事っぷり？
キュキュ 見たいの 機械","You work?
But QQ wants to see machines."
"Twn/00/01/400.dat","52","Factory Worker","はっはっは いいぜ
俺たちの勇姿をたっぷり見ていきな","Ha hah hah! Sure!
We’ll show you how we work!"
"Twn/00/01/400.dat","56","QQ","よくわからないが
工場 見せてくれる いいか？","QQ doesn’t really understand,
but can you show QQ factory?"
"Twn/00/01/400.dat","61","Factory Worker","おう 俺が案内してやるよ","Sure! I’ll show you around!"
"Twn/00/01/400.dat","67","QQ","ホント？ ありがと！","Really? Thank you!"
"Twn/00/01/400.dat","74","Factory Worker","っと その前にこれに着替えてきな
そんな格好じゃ 危ないぞ","Although, you’re gonna have to change into
these first.
You might get attacked if you go in wearing that."
"Twn/00/01/400.dat","98","Factory Worker","よし 着替えたみたいだな","Right! Looks like it fits!"
"Twn/00/01/400.dat","106","Factory Worker","それじゃあ 中を見せてやるぜ
ついて来な","We’ll be going now, follow me!"
"Twn/00/01/400.dat","110","QQ","はい よろしく！","Alright! Thank you!"
"Twn/00/01/400.dat","124","Factory Worker","見学は これで終わりだ
姉ちゃん どうだった？","And that’s done!
What did you think, lassie?"
"Twn/00/01/400.dat","128","QQ","はい みんな いっぱい いっぱいがんばってた
すごく勉強なた
キュキュ うれしい ありがと！","Everyone working really really hard!
QQ learned a lot!
Thank you very much!"
"Twn/00/01/400.dat","134","Factory Worker","おっ そうかそうか
そりゃ 良かったぜ","Mhm, good!
I’m glad you learned some stuff!"
"Twn/00/01/400.dat","139","Factory Worker","その作業服は やるよ
また 見たくなったら いつでも来るといいさ
俺たちは 大歓迎だぜ","You can have those clothes. Feel free to come
back if you want to check out the factory again!"
"Twn/00/01/400.dat","144","Factory Worker","なんたって 姉ちゃんが居ると
俺たちの士気があがるからな
はっはっは！","Cause every time you drop by, everyone
works harder!"
"Twn/00/01/710.dat","70","Hermana","ありゃあ エライこっちゃで…","This ain’t lookin’ good..."
"Twn/00/01/710.dat","105","Hermana","ミケーレ！ ガエタノ！
大丈夫かー？","Michelle! Gaetano!
Are ya both a’ight?"
"Twn/00/01/710.dat","112","Shopkeeper","おうおう 盗人どもの親玉が登場か
貴様の子分どもは 捕まえたぞ
もう観念するんだな","All of these thieves are coming out of
the woodwork today. We have your
underlings. Surrender."
"Twn/00/01/710.dat","117","Gaetano","はなせー！ はなせよー！","Let go of me! Let go!"
"Twn/00/01/710.dat","148","Illia","いい年した大人が なにやってんのよ！
子どもたち 放しなさい！
泣いてんじゃないのよッ！！","What kind of adult do you think you are!?
Let those kids go!
Can’t you see they’re crying?!"
"Twn/00/01/710.dat","156","Shopkeeper","だまれ 小娘！
おまえも まとめて
処分しちまおうか！ ああ？","Shut it, girl! Why don’t I see you off too?"
"Twn/00/01/710.dat","164","Ange","その子たちが なにをしたと
言うのですか？","What exactly are you planning
to do with those kids?"
"Twn/00/01/710.dat","172","Shopkeeper","なにをしたか そこのチビに聞いてみな！
３日に１度は うちの店に盗みに現れて…
今まで どれほどの被害が出たか！","Why don’t you let that kid explain it to you?
Three days ago, I caught her stealing...
Do you have any idea how much shes stolen?!"
"Twn/00/01/710.dat","179","Ange","…………","..."
"Twn/00/01/710.dat","185","Spada","おっさんよぉ
参考までに 聞くけど
その子ら どーなるんだ？","Hey old man, what’s gonna happen to those kids?"
"Twn/00/01/710.dat","192","Shopkeeper","知れたこと！
ガルポスの農場に 連れて行くんだよ！
あそこは 労働力が貴重でな","How should I know?
We just take them to the plantation in Galpos!"
"Twn/00/01/710.dat","196","Shopkeeper","子どもを連れて行くと
いい金になるんだ","Children fetch a high price, y’know."
"Twn/00/01/710.dat","206","Ruca","ええ！ その子たちを農場に売るの？
ひどい！
そんなの ひどすぎるよ！","You’re planning on selling them?
That’s horrible!
How can you do something so horrible?!"
"Twn/00/01/710.dat","215","Shopkeeper","ふん！ 薄汚いコイツらが悪いんだ！
さっさと くたばってくれれば
街も キレイになるんだがな！","Hmph! These horrible kids are at fault!
The faster these kids die, the better!"
"Twn/00/01/710.dat","230","Hermana","…{variable}そんな アホな
ウチらかて 好きで生まれて
来たんちゃう… ちゃうのに…","That’s dumb! Ain’t like we asked ta
be born like this in the first place..."
"Twn/00/01/710.dat","235","Hermana","ウチらのこと こんな風にしたんは
あんたら 大人やんか…","Y’all treatin’ us like this an’
call yerselves adults..."
"Twn/00/01/710.dat","244","Shopkeeper","オラ おまえらも
ジロジロ見てないで
とっとと 失せろ！","You lot should stop staring and scram!"
"Twn/00/01/710.dat","254","Hermana","な？ な？
ちょお 待ったってぇな
かんにんしたってぇな！ な？","Please wait! Have patience!"
"Twn/00/01/710.dat","259","Hermana","ウチら 今 ええことあってん
お金入って来んねん キノコ売って
これまでの分 ぜ～んぶ弁償するさかい","Ah’ve already got the money, hear?
Ah only hafta sell the mushroom Ah found an’ 
then Ah’ll be able t’pay fer all we’ve stolen!"
"Twn/00/01/710.dat","264","Hermana","な？ それでも 足らんかったら
ウチ 働いて弁償するさかい な？
その子ら 連れて行かんといたってぇな","An’ if ya still ain’t satisfied, Ah’ll work my
britches off. Please, jus’ don’ take the young’ns."
"Twn/00/01/710.dat","271","Shopkeeper","あ～ うるさい！
こいつらは 農場行き！
その方が街もキレイになって せいせいする","Shut up, you! These kids will go to the plantation
and, finally, the city will be beautiful once again!"
"Twn/00/01/710.dat","279","Hermana","そんなぁ
かんにんしたってぇなぁ…","Please... have patience..."
"Twn/00/01/710.dat","287","Ruca","弁償するって 言ってるんだから
少しくらい話 聞いてあげてよ！","She already said she’ll work!
Please, at least hear her out!"
"Twn/00/01/710.dat","294","Shopkeeper","じゃあ 弁償するから
犯罪には 目をつぶれっていうのか？","You say you’ll work, then does that
mean you’re willing to do illegal jobs?"
"Twn/00/01/710.dat","299","Ruca","え… いや
そういうわけじゃないけど…
でも…","Well... no... that’s not what she
meant... but..."
"Twn/00/01/710.dat","306","Shopkeeper","ああ うるさいな おい！
おまえたち こいつらを
少し黙らせろ！","How noisy!
Silence them."
"Twn/00/01/710.dat","312","Henchman","へい！
おまかせを ダンナ！","As you wish, master!"
"Twn/00/01/710.dat","327","Henchman","へっへっへ…
ダンナに逆らうと どういう目に遭うか
たっぷり 思い知らせてやるぜ！","Heh heh heh...
We’ll teach you what it means to go
against the Master!"
"Twn/00/01/720.dat","67","Henchman","ひぃ～ こいつら敵わねェ！
ダンナさまぁ～～！","Uwahh! These guys are too strong! Master!"
"Twn/00/01/720.dat","99","Hermana","せっかく 今日まで
一緒に頑張って 生きてきたのに…
バラバラになってしまうんやろか…","Ah thought it’d all go well if we jus’ 
worked together..."
"Twn/00/01/720.dat","104","Hermana","ウチ もう二度と
あの子らに 会われへんのやろか
そんなんイヤや…","Ah prolly won’t be able t’meet
those young’ns again..."
"Twn/00/01/720.dat","113","Ange","…………
{variable}そんなことはさせません！","...I will not allow that."
"Twn/00/01/720.dat","121","Ange","今 ここで この子たちを
救わない神など 神ではありません！","A god who will not grant those children salvation 
is no god at all!"
"Twn/00/01/720.dat","130","Hermana","え…？","Eh...?"
"Twn/00/01/720.dat","135","Ange","自らの罪を悔いている この子たちを
お許しにならないというのであれば
そんな神は 神ではありません！","A god who does not forgive children 
who repent for their sin... 
is no god at all!"
"Twn/00/01/720.dat","140","Ange","私の信じる神は
ここにいます！","The god I believe in, is here!"
"Twn/00/01/720.dat","145","Spada","え… いやまあ
前世が 神だったんだから
確かに そうなんだろうけどよ…","Well, y’know... we used to be gods in our past 
lives so that might be true, but..."
"Twn/00/01/720.dat","151","Ange","私は行きます","I shall go after them."
"Twn/00/01/720.dat","159","Ange","みんなは 付いて来るの！？","Is everyone with me!?"
"Twn/00/01/720.dat","167","Ange","来ないの！？","Or not!?"
"Twn/00/01/720.dat","175","Ricardo","ふ…
雇い主の意向には 従おう","Hmph...
It can’t be helped if it’s my employer..."
"Twn/00/01/720.dat","181","Illia","乗りかかった船だしねぇ","We’re all in this together."
"Twn/00/01/720.dat","187","Spada","「{variable}個よりも 全に仕えよ」か…
オレだけ イヤってわけにゃ
いかねーよな","“The needs of others are foremost”...
I’m not the type to ditch others, y’know."
"Twn/00/01/720.dat","193","Ruca","え～と…
もちろん 僕も！","Well... Of course, I’ll come too!"
"Twn/00/01/720.dat","200","Hermana","ホンマ？ ホンマにええのん？
おーきにやで
アンジュ姉ちゃん！","Really? Y’all really comin’ with us?
Thank ya, Sis Ange!"
"Twn/00/01/720.dat","210","Hermana","あんな あいつらの家な 街の西側やねん
金持ちがいっぱい住んでるとこの 真ん中の家！
ほな行こか！","That feller’s place is in a big mansion in the 
western part of town, hear? Let’s git!"
"Twn/00/01/720.dat","231","Kongwei","ボクたちは 神じゃないけど
付いていったほうが
いいんだろうね","We are not gods but, I think it is best if 
we go along with them anyway."
"Twn/00/01/720.dat","235","Coda","そうなんだろうな しかし","Coda agrees."
"Twn/00/01/720.dat","240","Kongwei","やれやれ…","Oh dear..."
"Twn/00/01/720.dat","249","","エルマーナが仲間になった！","Hermana has joined your party!"
"Twn/00/01/720.dat","255","","レイヴシステムがレベル２まで
使用可能になりました","The Rave System can now be used up to Lv. 2."
"Twn/00/01/720.dat","258","","バトルブックに
「レイヴアビリティ{fixed}LV1・2」{variable}が追加されました","“Rave Abilities Lv.1 and 2” have been added to 
the Battle Book."
"Twn/00/02/400.dat","51","Girl","ねぇねぇ 知ってる？","Hey, hey, did you know?"
"Twn/00/02/400.dat","55","Ruca","えっと…
なにをかな？","Know what?"
"Twn/00/02/400.dat","60","Girl","フルフィの森の泉のようせいさんのお話","About the fairy in the spring at Fluffy Forest!"
"Twn/00/02/400.dat","64","Illia","妖精？ そんなのど～でもいいわよ","A “fairy?” Mehhh..."
"Twn/00/02/400.dat","68","Ruca","あはは…
それでどんなお話なの？","Haha... So, what kind of fairy is it?
"
"Twn/00/02/400.dat","72","Girl","ようせいさんが すむ泉にものを落とすと
金でできたものと 銀でできたものと
どっちを落としたか聞いてくるの","If you drop something in the spring, the fairy
will then ask you whether you want silver or gold."
"Twn/00/02/400.dat","82","Illia","それでそれで！","And, and...!?"
"Twn/00/02/400.dat","87","Ruca","（{variable}興味なさそうだったのに
 すごい食いつきだなぁ…）","(Wow, that sure got her attention...)"
"Twn/00/02/400.dat","92","Girl","そのとき正直に答えないと
落としたものを返してもらえないの","But, if you failed to answer honestly,
the fairy will never return what you dropped."
"Twn/00/02/400.dat","96","Illia","なにそれ？ 妖精ってセコイわね","What the heck? That fairy sure is petty."
"Twn/00/02/400.dat","101","Girl","でも 正直に答えると
金でできたものと銀でできたものを
くれるんだって","But, if you manage to answer correctly,
she’ll reward you with gold and silver."
"Twn/00/02/400.dat","108","Illia","へぇ 妖精って太っ腹ねぇ
いししし…
ぜひ会ってみたいものだわ","Oh how generous! We have to meet this fairy!"
"Twn/00/02/400.dat","113","Ruca","（{variable}ああ… イリアが悪い顔してる…）","(Illia’s making that face again...)"
"Twn/00/02/410.dat","56","???","ん…？
お前…もしかしてスパーダか！？","Hey, are you... Spada!?"
"Twn/00/02/410.dat","60","Spada","よーう ダリル
久しぶりだな 元気してたか？","Yo, Daryll, been a while. You doin’ good?"
"Twn/00/02/410.dat","64","Daryll","元気にしてたか？ じゃねぇよ！
一発目の挨拶がそれか？ それなのか？","“Doin’ good?” No! You callin’ that a greeting!?
Only that?"
"Twn/00/02/410.dat","68","Daryll","お前が捕まったって聞いて
こっちは それどころじゃなかったってのに","After I’ve heard that you got caught by the
guards, you’re gonna greet me with that!?"
"Twn/00/02/410.dat","72","Spada","悪ぃ悪ぃ","My bad, my bad."
"Twn/00/02/410.dat","77","Daryll","その調子じゃ 捕まったってのは
ウソだったみたいだな
…ったく 心配かけさせやがって","With how you’re speaking, seems like that
rumor was a lie... Sheesh, don’t
make me worry like that."
"Twn/00/02/410.dat","82","Ruca","スパーダ この人は…？","Spada, this guy is...?"
"Twn/00/02/410.dat","85","Spada","ああ オレのダチでダリルだ","Ah, he’s my bud, Daryll."
"Twn/00/02/410.dat","89","Illia","見たトコ お貴族様みたいだけど？","Even though he looks like a noble?"
"Twn/00/02/410.dat","94","Daryll","その呼び方は やめてくれ
こっちは 好きで貴族なんて
やってるんじゃねぇからな","Oh please stop. It’s not like I’m a nobleman
by choice."
"Twn/00/02/410.dat","100","Illia","なんだか あんたと似たタイプじゃん？
類は友を呼ぶ…だっけ？","He’s just like you, isn’t he? “Like attracts like?”"
"Twn/00/02/410.dat","104","Spada","まぁな
こいつも俺と同じで不良だしよ
色々と気が合うんだよ","Pretty much. He’s a delinquent just like me,
so we get along just fine."
"Twn/00/02/410.dat","108","Daryll","威張って言うことじゃねぇだろ","That’s not something to be proud of."
"Twn/00/02/410.dat","111","Ricardo","まったくだ…","Good grief..."
"Twn/00/02/410.dat","118","Daryll","ところで こいつらはなんだ？
アンタのダチか？","So, who’re these guys? Your buds?"
"Twn/00/02/410.dat","125","Spada","ああ 今 こいつらと旅してんだ","Ahh, I’m travelling with them right now."
"Twn/00/02/410.dat","129","Daryll","へぇ 旅をね…","Traveling, huh..."
"Twn/00/02/410.dat","135","Daryll","スパーダ ま～た 面白そうなことに
首突っ込んでやがんな 俺も混ぜろ 連れてけ","Ya got yerself inta somethin’ interesting again,
din’t ya Spada? Bring me with you, man."
"Twn/00/02/410.dat","139","Spada","そりゃ お前がいたら楽しいかもしれねェけどよ
今回ばかりはダメだ","Yeah, it would be hella fun with you along, but...
not this time.
"
"Twn/00/02/410.dat","144","Daryll","……{variable}ワケありってことか
それなら 仕方ねぇな","Seems there’s something more to this...
If that’s the case, then it can’t be helped."
"Twn/00/02/410.dat","147","Spada","ああ 悪ぃ","Yep, sorry."
"Twn/00/02/410.dat","151","Daryll","お前 さっきっから謝ってばっかだな
んなコト気にしてねぇで
とっとと 用事終わらせてこいよ","Ya been apologizin’ since earlier. Don’t
worry about it. You should focus on hurrying
up and finishin’ whatever job you’re doing."
"Twn/00/02/410.dat","155","Daryll","そしたら また遊ぼうぜ","Let’s play later on."
"Twn/00/02/410.dat","160","Daryll","おっ そうだ
スパーダ お前に渡したいもんがあるんだ","Oh right, I wanna give you something."
"Twn/00/02/410.dat","165","Daryll","そういうことだから
ちょっとコイツ借りてくよ","That said, I’ll be borrowing him for a bit."
"Twn/00/02/410.dat","207","Ange","あら スパーダくんは？","Oh, where is Spada?"
"Twn/00/02/410.dat","217","Daryll","アイツなら すぐに…って おい スパーダ！
な～に 照れてるんだよ 早く来いって！","Oh, he’s right over-- HEY SPADA!
WHAT’RE YA BEING SHY AROUND FOR!?
COME HERE!"
"Twn/00/02/410.dat","227","Spada","う…うるせェ！ それよか 服返せ！","SHUT UP! I’m returning this!"
"Twn/00/02/410.dat","238","Daryll","悪い悪い ついウッカリ持ってきちまった","Hahaha, my bad. I accidentally brought it along 
with me."
"Twn/00/02/410.dat","241","Spada","ウソつけ
オレが着替えられないようにしたんだろ
ったくよ……ん…？","Liar. You know I don’t like these clothes.
Sheesh... huh?"
"Twn/00/02/410.dat","248","Ruca","え えっと…どちら様…ですか…？","Uh... who might you be...?"
"Twn/00/02/410.dat","254","Spada","ああ くそっ！ 着替えてくる！！","SCREW THIS! I’m changin’ back!!"
"Twn/00/02/410.dat","267","Illia","今の…見た…？
すごくサマになってたんだけど……","You guys... see that...? He got himself all posh..."
"Twn/00/02/410.dat","270","Ange","本当
服ひとつで こんなに変わるものなのね","True. With a change of clothes,
he almost looked like a different person..."
"Twn/00/02/410.dat","273","Kongwei","気品溢れる感じだったね
普段の様子を見ていると
とても 信じられないけど","He was overflowing with a lot of elegance
back there. You would not have believed it
if you saw him as he was."
"Twn/00/02/410.dat","276","Ricardo","さすが貴族といったところか","As expected of an actual noble."
"Twn/00/02/410.dat","284","Spada","ダリル なんなんだ あの服は？","Daryll, what’s up with those clothes?"
"Twn/00/02/410.dat","288","Daryll","餞別だ 餞別
旅してりゃ 服とか色々困るだろ？
だから やるよ","Treat it as a farewell gift, man. You’re going on a 
journey, right? Then you’re gonna need all sorts 
of clothes for that."
"Twn/00/02/410.dat","292","Spada","けど あれだと動きにくいだろ！","But I can’t move in that!"
"Twn/00/02/410.dat","297","Daryll","おっと それは考えてなかった
ははっ 悪い","Haha, crap, I didn’t even consider that.
My bad."
"Twn/00/02/410.dat","300","Spada","まぁ…捨てるのも勿体ねェから
もらってくぜ ありがとな","Well... it would be a waste to throw it away.
Thanks, man."
"Twn/00/02/410.dat","304","Daryll","それくらい気にすんなって
じゃあ 旅がんばれよ！
面白い話があったら 聞かせてくれよな","Hey, man, don’t worry about it.
Take care. Tell me all about it
when you come back!"
"Twn/00/02/420.dat","63","Kongwei","ボクの顔をじっと見て どうしたの？
なにかついてる？","Do I have something on my face?
You have been staring at it for a while."
"Twn/00/02/420.dat","70","Bernard","可憐だ…","Lovely..."
"Twn/00/02/420.dat","74","Kongwei","は？","Huh?"
"Twn/00/02/420.dat","79","Bernard","僕はバーナード
君の名前を 教えてくれないかい？","Good day!
My name’s Bernard, what’s yours?"
"Twn/00/02/420.dat","84","Kongwei","コンウェイさ","Kongwei."
"Twn/00/02/420.dat","89","Bernard","コンウェイか
少々 変わった名前だね
でも それがまた君の可憐さを際立たせている！","Kongwei, huh... that’s quite a strange name!
But that’s one of the things that make you lovely."
"Twn/00/02/420.dat","94","Kongwei","それで ボクになにか用があるの？","Right... What do you want?"
"Twn/00/02/420.dat","99","Bernard","自分のことは ボクと言うんだね
そういうボーイッシュなところもステキさ","That cold demeanor of yours is also what makes
you quite lovely."
"Twn/00/02/420.dat","103","Bernard","ところで コンウェイ
初めて会った君に言うのもなんだけど…
僕と付き合ってくれない？","Anyways, I know we’ve just met, but...
Would you like to go out with me?"
"Twn/00/02/420.dat","111","Illia","うっわ
前にあたしに声かけてきたときと 同じセリフ","Sheesh, that’s just the same crap he told me."
"Twn/00/02/420.dat","121","Illia","ちょっと あんた
誰かれ構わず 声かけてんじゃないわよ","Hey, you!
Stop bothering people, you prick!"
"Twn/00/02/420.dat","128","Bernard","おや 君は…？
誰だったかなぁ 思い出せないよ","Oh and who might you be?
I can’t seem to remember..."
"Twn/00/02/420.dat","136","Bernard","そんなことより…","So..."
"Twn/00/02/420.dat","144","Bernard","コンウェイ
僕の心は君を一目みたときから
とらわれてしまった","Kongwei, you have stolen my heart at first sight."
"Twn/00/02/420.dat","148","Bernard","いまだかつて
これほどの衝撃を与えた人は居たか？","Until now, has there been someone who has
shocked my heart to this extent!?"
"Twn/00/02/420.dat","154","Bernard","いや いない！","No... NO ONE!"
"Twn/00/02/420.dat","159","Bernard","君を見るたびに
この胸に響くものは なにか？","Whenever I see you, something wells up from
within my chest. What is it, you ask?"
"Twn/00/02/420.dat","165","Bernard","それは恋のメロディ！","It is nothing other than Cupid’s Melody!"
"Twn/00/02/420.dat","172","Bernard","僕が君に惹かれるのは？","Do you hear it too?
Do you feel this attraction that ties us together?"
"Twn/00/02/420.dat","179","Bernard","それは 君こそが僕の待ち焦がれていた
運命の人だからさ！","Naturally, that’s because you’re the one!
The fated person that I’ve always been waiting for!"
"Twn/00/02/420.dat","186","Bernard","さぁ コンウェイ
僕と一緒に 向こうでお茶でもしながら
ふたりの将来について 語り合おう！","So, how about you come with me for now,
we can talk about our future over some tea!"
"Twn/00/02/420.dat","191","Kongwei","構わないよ
さぁ 行こうか","Of course.
Come now, make haste."
"Twn/00/02/420.dat","217","Illia","なんなの あいつ
自分から 声かけてきたってのに
あたしのこと忘れてるし","What the heck’s up with that dude?
He’s the one who tried flirting with me first 
and now he doesn’t remember me at all!"
"Twn/00/02/420.dat","222","Hermana","自分に都合の良い人なんやろなぁ","Whatta fickle fella."
"Twn/00/02/420.dat","226","Ruca","コンウェイ 大丈夫かな","Is Kongwei gonna be alright?"
"Twn/00/02/420.dat","230","Spada","あいつなら大丈夫だろ
なにかされたところで 返り討ちにしてそうだし","He’ll be fine, he’s Kongwei after all.
If that guy tries to do something to him,
he’ll be in a whole world of trouble."
"Twn/00/02/420.dat","234","Ange","そうね
今は彼を待ちましょう","That is true, let us just wait here."
"Twn/00/02/420.dat","266","Kongwei","みんな お待たせ","I’m back."
"Twn/00/02/420.dat","269","Ruca","よかった 無事だったんだね
あれ？ バーナードさんは…？","I’m glad you’re alright...
So what about Bernard?"
"Twn/00/02/420.dat","273","Kongwei","ああ 用事を思い出したみたいで
急いで帰って行ったよ
それより 彼から こんなのを貰ったんだ","Ahh, he just remembered that he had to do
something and hurried on home.
By the way, he wanted to give us these gifts."
"Twn/00/02/420.dat","279","Kongwei","少し話しただけで
こんなにくれるなんて 親切な人だね","He was quite a generous person, to have given
us such gifts just after talking to him for a bit."
"Twn/00/02/420.dat","284","Ricardo","…{variable}本当に 話をしただけか？","Did you really just talk to him?"
"Twn/00/02/420.dat","288","Kongwei","ふふっ もちろんだよ","Of course."
"Twn/00/02/420.dat","298","Kongwei","それじゃあ 行こうか","Now, let us make haste."
"Twn/00/02/701.dat","63","Hermana","ここ ここ！
ここやねん！ あいつの家！","Right here! That’s his place!"
"Twn/00/02/701.dat","80","Illia","うっわ…
なに この豪邸…","Oh, heck. What’s with this mansion...?"
"Twn/00/02/701.dat","85","Spada","まともな商売だけしてちゃあ
こんな屋敷は 建てられねーだろうな","There’s no way he could’ve built this
sort of mansion through honest means..."
"Twn/00/02/701.dat","91","Hermana","ほな 行こか！","Let’s git!"
"Twn/00/02/710.dat","71","Ruca","ねえ ホントに良かったの？
あの子たちが 心配なら
このまま残っても…","Say, are you sure about this?
You can still stay behind if you’re
worried about the kids..."
"Twn/00/02/710.dat","79","Hermana","ウチは あの子らよりも
兄ちゃんの方が よっぽど心配や","Ah’m more worried ’bout y’all than them."
"Twn/00/02/710.dat","84","Ruca","そ… そうなの？","R-really?"
"Twn/00/02/710.dat","90","Hermana","そうやで
ウチから見たら まだまだや
ホンマ 全然頼りない","If ya think ‘bout it, y’all still ain’t strong enough.
"
"Twn/00/02/710.dat","95","Hermana","見た目や 体つきだけやのうて
なんや 兄ちゃんはガッツが足りん
せやからウチ 一緒に行かしてもらうわ","Jus’ lookin’ at ya, Ah say ya need more guts.
So Ah’m comin’ with y’all."
"Twn/00/02/710.dat","102","Hermana","…{variable}なあ ほんで
どこ行くのん？","...So where to next?"
"Twn/00/02/710.dat","109","Ange","そうね
ナーオスの大聖堂は どうかしら？","Let us see... 
Why not pay a visit 
to the Naohs Grand Cathedral?"
"Twn/00/02/710.dat","123","Spada","大聖堂って あのぶっ壊れた？
そんなとこ行って
どうすんだよ？","By Grand Cathedral, don’t you mean the one
that got destroyed? What exactly are we gonna
do when we get there?"
"Twn/00/02/710.dat","133","Illia","ちょっと スパーダ
あんた デリカシーってもんがないの？
アンジュに向かって そんな言い方…","Spada, don’t you have some sensitivity
at least? Saying such things to Ange..."
"Twn/00/02/710.dat","142","Ange","いいのよ イリア
私が大聖堂を あんな風にしたのは
動かしようのない 事実なんだから","It is fine, Illia. I do not have much
to say since it is true."
"Twn/00/02/710.dat","151","Spada","あ…
ああ 悪かったな
アンジュ","Oh... my bad, Ange."
"Twn/00/02/710.dat","159","Ange","私 あのことに関しては
もうふっきれたから 気にしないで
そんな風に気を遣われると 逆に悪いわ","It is fine. I have already moved on.
On the contrary, it is unproductive to fret
over such things too much."
"Twn/00/02/710.dat","166","Ricardo","…{variable}で なぜナーオスの大聖堂に？","So... why the Grand Cathedral?"
"Twn/00/02/710.dat","175","Ange","記憶の場を探して 前世の記憶を
取り戻すことが 創世力の在りかに近づく
一番の方法だと思うの","I believe the best way to locate the Genesis
is by finding more Memory Springs and
retrieving the memories of our previous lives."
"Twn/00/02/710.dat","180","Ange","大聖堂の地下には 教団の図書室があるから
そこなら記憶の場が どこにあるのか
わかるかもしれない","Within the library of The Grand Cathedral is a 
basement. I am sure we will find some leads to 
where other Memory Circles are."
"Twn/00/02/710.dat","184","Ricardo","なるほど
理にかなった 判断だな","I see.
A logical conclusion."
"Twn/00/02/710.dat","189","Ruca","じゃあ 王都兵に見つかると まずいし
さっそく ナーオスに
向かおうか","It’d be bad if the Imperial Army were to
find us here. Let’s hurry on to Naohs."
"Twn/00/02/710.dat","210","Hermana","…………","..."
"Twn/00/02/710.dat","217","Ange","おいで エル
抱っこしてあげる","Hermie, come here.
Let me give you a hug."
"Twn/00/02/710.dat","230","Hermana","なあなあ アンジュ姉ちゃん
ウチ… ウチ 偉かったやろ…？","Sis Ange... Ah...
Ah did good, right?"
"Twn/00/02/710.dat","235","Ange","そうね 泣かなかったもんね
偉かったよ エル","You did, Hermie.
You were a big girl back there."
"Twn/00/02/710.dat","239","Hermana","うん………………
………………
…………","Yeah...
...
..."
"Twn/00/02/710.dat","248","Hermana","ぷはッ！ 堪能した～！
もうええで もうウチ元気！
ほな 行こか！ な！","Ah did good～! It’s fine,
Ah’m good now! Let’s git!
Okay!"
"Twn/00/03/700.dat","59","Ruca","あれさえあれば…
そう あれさえあれば…
ムニャムニャ…","...Yes, this... 
Once I obtain it...
Hmmmm..."
"Twn/00/03/700.dat","77","Ruca","ん…… う～ん……","Hmmm..."
"Twn/00/03/700.dat","99","Ruca","ふぁ～あ……
あ～ またあの夢か……","*yawns*... It’s that same dream again..."
"Twn/00/03/700.dat","106","Ruca","僕が センサスって国の将軍で
戦争してて…
僕の名前は え～と…","I became the Sensus general...
waged war and...
my name was... um..."
"Twn/00/03/700.dat","111","Ruca","アス… そう アスラだ！
勇猛果敢 天下無双 一騎当千の将
まさしく「漢」って感じの…","Right! I was Asura!
Daring and resolute, an unparalleled General.
A man among men..."
"Twn/00/03/700.dat","118","Ruca","僕と正反対のタイプ…","The exact opposite of me..."
"Twn/00/03/700.dat","124","Ruca","…{variable}な～んて
朝から 落ち込んでても
始まらないか…","...Just kidding!
No use being depressed in the morning..."
"Twn/00/03/700.dat","177","Ruca’s Mother","ルカ～
そろそろ 起きてらっしゃい
朝食の時間よ","Ruca!
Get up!
It’s time for breakfast!"
"Twn/00/03/700.dat","185","Ruca","母さんの チーズスープの匂いだ…
朝食…？","The smell of Mom’s cheese soup...
Breakfast...?"
"Twn/00/03/700.dat","190","Ruca","ええ！？
もうそんな時間！？ 急がなきゃ！","Is it already that late!?
I have to hurry!"
"Twn/00/03/700.dat","197","Ruca","あっ いけない パジャマのままだった
着替えないと…","Ah, not like this of course...
I’m still in my pajamas.
I have to change first..."
"Twn/00/03/700.dat","217","Ruca","これでよしっと","Here we go."
"Twn/00/03/711.dat","40","Ruca’s Mother","おはよう ルカ
そんなに 慌ててどうしたの？
今日は学校 お休みなんでしょ？","Good morning, Ruca.
What’s the rush?
Isn’t today a holiday?"
"Twn/00/03/711.dat","47","Ruca","うん……","It is..."
"Twn/00/03/711.dat","54","Ruca’s Father","こら ルカ！
挨拶は きちんとしなさい","Ruca, greet your parents properly!"
"Twn/00/03/711.dat","61","Ruca","父さん 母さん
おはよう… ございます","Mother, Father... Good morning."
"Twn/00/03/711.dat","73","Ruca’s Mother","お父さんったら
朝から 怒らないでくださいな","Come now, honey, aren’t you being a bit
too much this early in the morning?"
"Twn/00/03/711.dat","79","Ruca’s Mother","さあルカ あなたの好きなチーズスープよ","Ruca, here’s your favorite, cheese soup."
"Twn/00/03/711.dat","102","Ruca","うん いただきます","Kay... thanks for the meal."
"Twn/00/03/711.dat","108","Ruca’s Father","毎日毎日 戦争の話題ばかりだな","Every damn day, it’s always about war."
"Twn/00/03/711.dat","115","Ruca’s Mother","本当に 嫌になりますね
もう うんざり","You’re right, I’m sick of hearing about it."
"Twn/00/03/711.dat","119","Ruca’s Father","西や 北の戦場は
ひどい有様だそうだ","Rumors say that the west and
north battlefields are bloodbaths."
